months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,ages_category,customer_category,Contract Years,total_premiums_paid,net_value_of_customer
107,31,356590,2011-08-17,IN,250/500,500.0,1239.22,7000000,476458,FEMALE,1239.22,tech-support,paintball,not-in-family,43400.0,-91200,2015-01-30,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Springfield,9169 Pine Ridge,12,1,YES,0,1,NO,89700.0,89700.0,89700.0,62100,Audi,A5,2009,Y,Middle Aged,Established Client,8.916666666666666,11049.711666666666,-78650.28833333333
478,64,346002,1990-08-20,OH,250/500,500.0,835.02,0,602433,FEMALE,835.02,adm-clerical,reading,unmarried,59600.0,0,2015-02-02,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Hillsdale,8538 Texas Lane,17,3,NO,1,1,NO,33930.0,33930.0,33930.0,30160,BMW,X6,1998,N,Elderly,Long-Term Client,39.833333333333336,33261.63,-668.3700000000026
128,30,500533,1994-02-11,OH,100/300,1000.0,1061.33,0,478575,MALE,1061.33,machine-op-inspct,movies,own-child,43300.0,-66200,2015-01-10,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Northbrook,5783 Oak Ave,8,1,NO,0,3,NO,68530.0,68530.0,68530.0,49840,Audi,A5,1997,N,Young Adult,Established Client,10.666666666666666,11320.853333333333,-57209.14666666667
338,49,348209,1994-02-22,IN,500/1000,1000.0,1279.08,0,449718,MALE,1279.08,other-service,kayaking,own-child,0.0,-51500,2015-02-27,Parked Car,?,Minor Damage,None,NC,Riverwood,7721 Washington Ridge,13,1,NO,0,1,NO,4300.0,4300.0,4300.0,2580,Ford,F150,2004,N,Middle Aged,Long-Term Client,28.166666666666668,36027.42,31727.42
271,42,486676,2011-08-15,OH,100/300,500.0,1105.49,0,463181,FEMALE,1105.49,prof-specialty,sleeping,own-child,56200.0,-50000,2015-02-20,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,Hillsdale,8006 Maple Hwy,12,2,YES,2,3,NO,68310.0,68310.0,68310.0,49680,Audi,A3,2003,Y,Middle Aged,Long-Term Client,22.583333333333332,24965.649166666666,-43344.35083333333
222,41,260845,1998-11-11,OH,100/300,2000.0,1055.53,0,441992,FEMALE,1055.53,armed-forces,cross-fit,not-in-family,37800.0,-50300,2015-02-08,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbrook,6751 Pine Ridge,7,1,NO,0,2,NO,61290.0,61290.0,61290.0,47670,Honda,Civic,1995,Y,Middle Aged,Long-Term Client,18.5,19527.304999999997,-41762.69500000001
199,41,657045,1995-12-04,OH,250/500,1000.0,895.83,0,452597,FEMALE,895.83,sales,paintball,husband,0.0,0,2015-02-11,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,2324 Texas Ridge,10,1,NO,1,2,NO,30100.0,30100.0,30100.0,27090,Chevrolet,Malibu,1999,N,Middle Aged,Long-Term Client,16.583333333333332,14855.8475,-15244.1525
215,37,761189,2002-12-28,IN,100/300,500.0,1632.93,0,614417,FEMALE,1632.93,transport-moving,golf,not-in-family,0.0,-42900,2015-02-23,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,7923 Elm Ave,7,3,NO,2,0,YES,57120.0,57120.0,57120.0,42840,Mercedes,C300,2002,N,Middle Aged,Long-Term Client,17.916666666666668,29256.662500000002,-27863.337499999998
192,40,175177,2004-04-15,IL,100/300,1000.0,1405.99,0,472895,FEMALE,1405.99,sales,yachting,wife,0.0,0,2015-03-01,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Springfield,4755 Best Lane,18,3,YES,1,0,YES,42930.0,42930.0,42930.0,28620,BMW,X6,2005,N,Middle Aged,Long-Term Client,16.0,22495.84,-20434.16
120,35,116700,2001-02-02,OH,100/300,1000.0,1425.54,0,475847,FEMALE,1425.54,transport-moving,bungie-jumping,other-relative,78300.0,0,2015-01-15,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Riverwood,5053 Tree Drive,22,3,NO,2,0,NO,51210.0,51210.0,51210.0,34140,Ford,Fusion,2010,N,Middle Aged,Established Client,10.0,14255.4,-36954.6
270,45,166264,2010-01-12,OH,500/1000,1000.0,1038.09,0,476978,FEMALE,1038.09,handlers-cleaners,golf,husband,0.0,-19700,2015-01-14,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Springfield,2078 3rd Ave,18,3,NO,1,1,YES,89400.0,89400.0,89400.0,67050,Suburu,Legacy,1998,N,Middle Aged,Long-Term Client,22.5,23357.024999999998,-66042.975
319,47,527945,1992-04-14,IN,250/500,500.0,1307.11,0,600648,MALE,1307.11,transport-moving,dancing,not-in-family,0.0,0,2015-02-17,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbrook,2804 Best St,22,3,NO,0,2,NO,59730.0,59730.0,59730.0,38010,Audi,A3,2005,N,Middle Aged,Long-Term Client,26.583333333333332,34747.340833333335,-24982.659166666665
194,39,627540,2010-05-21,OH,500/1000,1000.0,1489.24,6000000,608335,FEMALE,1489.24,other-service,kayaking,wife,0.0,-45000,2015-01-24,Vehicle Theft,?,Minor Damage,None,SC,Springfield,7877 Sky Lane,15,1,YES,2,2,YES,8060.0,8060.0,8060.0,5580,Saab,95,2004,N,Middle Aged,Long-Term Client,16.166666666666668,24076.04666666667,16016.046666666669
227,38,279422,2013-10-27,OH,500/1000,500.0,976.67,0,471600,FEMALE,976.67,handlers-cleaners,polo,unmarried,0.0,0,2015-01-21,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,6530 Weaver Ave,16,1,YES,1,2,NO,72200.0,72200.0,72200.0,50540,BMW,M5,2013,Y,Middle Aged,Long-Term Client,18.916666666666668,18475.340833333332,-53724.659166666665
137,31,484200,1994-10-12,OH,250/500,2000.0,1340.43,0,441175,MALE,1340.43,exec-managerial,paintball,husband,52700.0,-40600,2015-02-19,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Arlington,3087 Oak Hwy,6,3,NO,1,2,NO,50800.0,50800.0,50800.0,30480,Accura,MDX,2005,N,Middle Aged,Established Client,11.416666666666666,15303.2425,-35496.7575
244,38,645258,1997-07-04,OH,500/1000,2000.0,1267.81,5000000,603123,FEMALE,1267.81,exec-managerial,video-games,wife,0.0,0,2015-01-03,Vehicle Theft,?,Trivial Damage,None,NC,Northbrook,7098 Lincoln Hwy,10,1,YES,2,1,NO,6600.0,6600.0,6600.0,4620,Accura,TL,2005,N,Middle Aged,Long-Term Client,20.333333333333332,25778.80333333333,19178.80333333333
78,29,694662,2011-02-15,IL,250/500,1000.0,1234.2,6000000,457767,MALE,1234.2,other-service,bungie-jumping,other-relative,0.0,0,2015-01-29,Vehicle Theft,?,Minor Damage,Police,NY,Northbrook,5124 Maple St,3,1,YES,2,2,NO,7500.0,7500.0,7500.0,5250,Nissan,Maxima,2002,N,Young Adult,Established Client,6.5,8022.300000000001,522.3000000000011
200,35,960680,1994-08-21,IN,250/500,2000.0,1318.06,0,618498,MALE,1318.06,exec-managerial,video-games,wife,57300.0,-80600,2015-01-19,Vehicle Theft,?,Trivial Damage,None,VA,Hillsdale,2333 Maple Lane,13,1,NO,0,3,YES,6490.0,6490.0,6490.0,4130,Volkswagen,Jetta,2002,N,Middle Aged,Long-Term Client,16.666666666666668,21967.666666666664,15477.666666666664
284,48,498140,1997-05-15,IN,500/1000,2000.0,769.95,0,605486,MALE,769.95,prof-specialty,movies,not-in-family,0.0,-44200,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,1012 5th Lane,16,2,YES,2,3,NO,60940.0,60940.0,60940.0,44320,Audi,A3,2013,Y,Middle Aged,Long-Term Client,23.666666666666668,18222.15,-42717.85
275,41,498875,1996-10-26,OH,100/300,2000.0,1514.72,0,617970,MALE,1514.72,transport-moving,board-games,own-child,35700.0,0,2015-02-02,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,7477 MLK Drive,13,3,YES,0,1,NO,58300.0,58300.0,58300.0,40810,Suburu,Legacy,2007,N,Middle Aged,Long-Term Client,22.916666666666668,34712.333333333336,-23587.666666666664
153,34,798177,2006-03-04,IL,500/1000,1000.0,873.64,4000000,432934,FEMALE,873.64,priv-house-serv,yachting,husband,800.0,0,2015-01-30,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Columbus,9489 3rd St,9,3,NO,2,1,NO,68400.0,68400.0,68400.0,45600,Ford,F150,2007,N,Middle Aged,Long-Term Client,12.75,11138.91,-57261.09
134,32,614763,1991-01-02,IL,500/1000,500.0,1612.43,0,456762,FEMALE,1612.43,other-service,yachting,own-child,36400.0,0,2015-01-08,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Springfield,2087 Apache Ave,2,1,YES,2,1,YES,64240.0,64240.0,64240.0,40880,BMW,3 Series,2015,N,Middle Aged,Established Client,11.166666666666666,18005.468333333334,-46234.53166666666
31,36,679370,1999-08-15,IL,500/1000,2000.0,1318.24,9000000,601748,FEMALE,1318.24,prof-specialty,kayaking,not-in-family,0.0,-78600,2015-01-30,Parked Car,?,Trivial Damage,None,WV,Arlington,5540 Sky St,9,1,NO,0,1,YES,4700.0,4700.0,4700.0,3290,Dodge,Neon,2002,N,Middle Aged,Established Client,2.5833333333333335,3405.4533333333334,-1294.5466666666666
41,25,958857,1992-01-15,IN,100/300,1000.0,1226.83,0,607763,FEMALE,1226.83,exec-managerial,exercise,not-in-family,0.0,-56100,2015-01-07,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,Columbus,7238 2nd St,12,3,YES,2,0,NO,45120.0,45120.0,45120.0,39480,Accura,MDX,2011,Y,Young Adult,Established Client,3.4166666666666665,4191.669166666667,-40928.33083333333
127,29,686816,1999-12-07,OH,250/500,2000.0,1326.44,5000000,436973,FEMALE,1326.44,sales,board-games,own-child,0.0,0,2015-02-24,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,Arlington,8442 Britain Hwy,12,2,YES,1,1,NO,66950.0,66950.0,66950.0,46350,Saab,93,1995,N,Young Adult,Established Client,10.583333333333334,14038.156666666668,-52911.84333333333
61,23,127754,1993-06-06,IL,250/500,2000.0,1136.83,4000000,471300,FEMALE,1136.83,tech-support,exercise,own-child,0.0,-62400,2015-02-02,Single Vehicle Collision,Side Collision,Major Damage,Police,NY,Columbus,1331 Britain Hwy,14,1,NO,0,3,NO,98340.0,98340.0,98340.0,71520,Honda,Accord,2004,Y,Young Adult,Established Client,5.083333333333333,5778.885833333333,-92561.11416666667
207,42,918629,2000-10-03,IL,250/500,2000.0,1322.78,0,453277,MALE,1322.78,farming-fishing,yachting,own-child,55200.0,0,2015-02-28,Parked Car,?,Trivial Damage,None,WV,Springfield,5260 Francis Drive,9,1,NO,0,1,NO,5900.0,5900.0,5900.0,4720,BMW,X5,2007,N,Middle Aged,Long-Term Client,17.25,22817.955,16917.955
219,43,731450,2010-12-29,IN,100/300,1000.0,1483.25,0,465100,FEMALE,1483.25,exec-managerial,exercise,not-in-family,90700.0,-20800,2015-02-09,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Riverwood,1135 Solo Lane,3,3,NO,1,1,NO,70680.0,70680.0,70680.0,53010,Ford,Fusion,2009,N,Middle Aged,Long-Term Client,18.25,27069.3125,-43610.6875
271,42,307447,1990-03-17,IL,100/300,500.0,1515.3,0,603248,FEMALE,1515.3,machine-op-inspct,hiking,not-in-family,0.0,0,2015-01-19,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Northbend,9737 Solo Hwy,21,3,NO,1,0,NO,93720.0,93720.0,93720.0,68160,Mercedes,ML350,2005,N,Middle Aged,Long-Term Client,22.583333333333332,34220.524999999994,-59499.475000000006
80,25,992145,2012-03-01,IL,100/300,2000.0,1075.18,5000000,601112,FEMALE,1075.18,armed-forces,exercise,husband,67700.0,-58400,2015-02-21,Vehicle Theft,?,Minor Damage,None,OH,Northbrook,3289 Britain Drive,5,1,NO,2,0,YES,6930.0,6930.0,6930.0,5040,Toyota,Highlander,2001,N,Young Adult,Established Client,6.666666666666667,7167.866666666668,237.8666666666677
325,47,900628,2006-02-05,IN,500/1000,1000.0,1690.27,0,438830,FEMALE,1690.27,protective-serv,hiking,not-in-family,61500.0,0,2015-01-14,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Springfield,6550 Andromedia St,11,1,YES,0,3,NO,72930.0,72930.0,72930.0,59670,Dodge,RAM,2006,Y,Middle Aged,Long-Term Client,27.083333333333332,45778.14583333333,-27151.85416666667
29,25,235220,2014-11-01,IL,250/500,2000.0,1352.83,0,464959,MALE,1352.83,farming-fishing,skydiving,own-child,0.0,-71700,2015-01-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,SC,Hillsdale,1679 2nd Hwy,4,4,YES,1,2,YES,64890.0,64890.0,64890.0,50470,Nissan,Pathfinder,2013,Y,Young Adult,Established Client,2.4166666666666665,3269.3391666666666,-61620.660833333335
295,48,740019,2009-06-17,OH,250/500,1000.0,1148.73,0,439787,FEMALE,1148.73,machine-op-inspct,kayaking,wife,0.0,0,2015-02-22,Parked Car,?,Trivial Damage,None,WV,Columbus,3998 Flute St,6,1,YES,1,2,YES,5400.0,5400.0,5400.0,3600,Saab,95,1999,N,Middle Aged,Long-Term Client,24.583333333333332,28239.612500000003,22839.612500000003
239,42,246882,1999-09-20,IL,100/300,1000.0,969.5,0,464839,MALE,969.5,exec-managerial,reading,not-in-family,0.0,0,2015-01-26,Vehicle Theft,?,Trivial Damage,None,NC,Northbrook,2430 MLK Ave,10,1,NO,0,0,NO,5600.0,5600.0,5600.0,4200,Audi,A3,2007,N,Middle Aged,Long-Term Client,19.916666666666668,19309.208333333336,13709.208333333336
269,41,797613,1990-10-19,IN,100/300,500.0,1463.82,0,448984,FEMALE,1463.82,protective-serv,yachting,not-in-family,0.0,-72300,2015-01-24,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,7717 Britain Hwy,23,1,YES,0,0,NO,79300.0,79300.0,79300.0,47580,Saab,92x,2007,N,Middle Aged,Long-Term Client,22.416666666666668,32813.965,-46486.035
80,27,193442,1996-08-05,IL,100/300,1000.0,1474.17,0,440327,FEMALE,1474.17,tech-support,exercise,unmarried,0.0,0,2015-02-19,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Northbend,7773 Tree Hwy,13,1,YES,1,0,YES,52800.0,52800.0,52800.0,36960,Saab,95,2004,N,Young Adult,Established Client,6.666666666666667,9827.800000000001,-42972.2
279,41,389238,2001-06-06,IL,250/500,500.0,1497.35,0,460742,FEMALE,1497.35,prof-specialty,bungie-jumping,husband,37300.0,-31700,2015-01-29,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NC,Northbrook,2199 Texas Drive,16,3,YES,2,3,NO,28800.0,28800.0,28800.0,25200,Ford,Fusion,2013,N,Middle Aged,Long-Term Client,23.25,34813.3875,6013.387499999997
165,33,760179,2007-03-25,OH,100/300,1000.0,1427.14,0,446895,FEMALE,1427.14,tech-support,kayaking,other-relative,35300.0,-58100,2015-02-15,Parked Car,?,Minor Damage,Police,WV,Northbend,1028 Sky Lane,3,1,NO,1,1,NO,2970.0,2970.0,2970.0,2310,Toyota,Highlander,2008,N,Middle Aged,Long-Term Client,13.75,19623.175000000003,16653.175000000003
350,54,939905,2013-10-31,OH,500/1000,500.0,1495.1,0,609374,MALE,1495.1,other-service,basketball,wife,50500.0,0,2015-02-12,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,4154 Lincoln Hwy,15,3,NO,0,0,NO,93480.0,93480.0,93480.0,70110,Chevrolet,Malibu,2014,N,Middle Aged,Long-Term Client,29.166666666666668,43607.08333333333,-49872.91666666667
295,49,872814,1992-06-13,IL,100/300,500.0,1141.62,0,451672,MALE,1141.62,prof-specialty,kayaking,husband,34300.0,-24300,2015-01-01,Vehicle Theft,?,Minor Damage,None,WV,Columbus,8085 Andromedia St,4,1,YES,1,3,YES,4320.0,4320.0,4320.0,3360,Mercedes,E400,2002,N,Middle Aged,Long-Term Client,24.583333333333332,28064.824999999997,23744.824999999997
464,61,632627,1990-10-07,OH,500/1000,1000.0,1125.37,0,604450,FEMALE,1125.37,prof-specialty,basketball,husband,0.0,-56400,2015-01-13,Multi-vehicle Collision,Rear Collision,Major Damage,Police,VA,Northbend,4793 4th Ridge,6,3,YES,0,2,YES,79800.0,79800.0,79800.0,53200,Saab,95,2000,Y,Elderly,Long-Term Client,38.666666666666664,43514.306666666664,-36285.693333333336
118,28,283414,1991-12-28,IN,500/1000,2000.0,1207.36,0,432896,FEMALE,1207.36,handlers-cleaners,camping,own-child,0.0,-57000,2015-03-01,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Columbus,7428 Sky Hwy,22,2,NO,1,0,NO,74200.0,74200.0,74200.0,51940,Volkswagen,Passat,1997,N,Young Adult,Established Client,9.833333333333334,11872.373333333333,-62327.62666666666
298,47,163161,1998-11-11,IL,500/1000,2000.0,1338.5,0,618929,FEMALE,1338.5,machine-op-inspct,basketball,other-relative,28800.0,0,2015-02-02,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,2306 5th Lane,1,1,YES,0,0,NO,70590.0,70590.0,70590.0,48870,Saab,93,2000,Y,Middle Aged,Long-Term Client,24.833333333333332,33239.41666666667,-37350.58333333333
87,31,853360,2009-06-26,IN,500/1000,1000.0,1074.07,0,451312,FEMALE,1074.07,sales,chess,husband,0.0,-47500,2015-01-27,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Springfield,3052 Weaver Ridge,16,3,NO,0,3,YES,60940.0,60940.0,60940.0,44320,Nissan,Ultima,2006,Y,Middle Aged,Established Client,7.25,7787.0075,-53152.9925
261,42,776860,2009-01-11,OH,250/500,500.0,1337.56,0,605141,FEMALE,1337.56,prof-specialty,video-games,unmarried,0.0,0,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Riverwood,5211 Weaver Drive,18,1,YES,1,2,YES,74700.0,74700.0,74700.0,52290,Dodge,RAM,2010,N,Middle Aged,Long-Term Client,21.75,29091.929999999997,-45608.07000000001
453,60,149367,2003-03-18,IN,100/300,500.0,1298.91,6000000,459504,MALE,1298.91,craft-repair,dancing,unmarried,52600.0,-38800,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Fire,NC,Springfield,7253 MLK St,0,1,YES,0,0,NO,70000.0,70000.0,70000.0,49000,Ford,F150,2015,Y,Elderly,Long-Term Client,37.75,49033.8525,-20966.1475
210,41,395269,2012-11-02,IL,500/1000,500.0,1222.75,0,432781,MALE,1222.75,exec-managerial,polo,other-relative,0.0,-41000,2015-01-30,Multi-vehicle Collision,Rear Collision,Total Loss,Other,XX,Columbus,1454 5th Ridge,12,3,YES,2,0,NO,81070.0,81070.0,81070.0,51590,BMW,X5,2001,N,Middle Aged,Long-Term Client,17.5,21398.125,-59671.875
168,32,981123,2000-05-04,IN,100/300,1000.0,1059.52,0,452748,MALE,1059.52,protective-serv,camping,own-child,0.0,-40600,2015-03-01,Multi-vehicle Collision,Side Collision,Major Damage,Other,VA,Hillsdale,5622 Best Ridge,13,2,YES,1,1,NO,57720.0,57720.0,57720.0,33670,Saab,93,2007,N,Middle Aged,Long-Term Client,14.0,14833.28,-42886.72
390,51,143626,1999-09-29,OH,250/500,2000.0,1124.38,0,618316,MALE,1124.38,armed-forces,reading,other-relative,0.0,0,2015-02-24,Vehicle Theft,?,Minor Damage,None,VA,Northbrook,4574 Britain Hwy,9,1,YES,1,1,YES,7080.0,7080.0,7080.0,4720,Ford,F150,2001,N,Middle Aged,Long-Term Client,32.5,36542.35,29462.35
258,46,648397,1999-03-09,IN,100/300,1000.0,1110.37,10000000,455365,MALE,1110.37,machine-op-inspct,hiking,other-relative,34400.0,-56800,2015-01-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,4539 Texas St,14,3,NO,0,1,NO,47700.0,47700.0,47700.0,33390,Accura,MDX,1997,Y,Middle Aged,Long-Term Client,21.5,23872.954999999998,-23827.045000000002
107,31,154982,1991-02-13,IL,500/1000,2000.0,1374.22,0,470603,FEMALE,1374.22,machine-op-inspct,bungie-jumping,other-relative,62000.0,-63100,2015-02-26,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Hillsdale,8118 Elm Ridge,16,1,NO,0,3,NO,51260.0,51260.0,51260.0,32620,Suburu,Legacy,2002,N,Middle Aged,Established Client,8.916666666666666,12253.461666666666,-39006.53833333333
225,41,330591,1993-08-05,OH,500/1000,2000.0,1103.58,0,475292,MALE,1103.58,exec-managerial,exercise,unmarried,41200.0,-36200,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,3814 Britain Drive,20,3,YES,2,2,NO,70400.0,70400.0,70400.0,51200,Toyota,Highlander,2011,Y,Middle Aged,Long-Term Client,18.75,20692.124999999996,-49707.875
164,38,319232,1997-10-31,IL,250/500,2000.0,1269.76,0,467743,FEMALE,1269.76,transport-moving,yachting,not-in-family,44300.0,0,2015-01-17,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Hillsdale,4614 MLK Ave,4,1,NO,1,3,YES,90000.0,90000.0,90000.0,63000,Ford,Fusion,2015,N,Middle Aged,Long-Term Client,13.666666666666666,17353.386666666665,-72646.61333333334
245,39,531640,2001-04-21,OH,250/500,500.0,964.79,8000000,460675,FEMALE,964.79,adm-clerical,camping,husband,58000.0,0,2015-02-20,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,1628 Best Drive,7,3,YES,0,1,NO,72820.0,72820.0,72820.0,52960,BMW,3 Series,2010,N,Middle Aged,Long-Term Client,20.416666666666668,19697.79583333333,-53122.20416666667
255,41,368050,2013-01-08,IL,500/1000,2000.0,1167.3,4000000,618123,MALE,1167.3,priv-house-serv,board-games,other-relative,0.0,0,2015-02-22,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Hillsdale,8381 Solo Hwy,22,1,NO,2,0,NO,69300.0,69300.0,69300.0,41580,Volkswagen,Passat,2000,N,Middle Aged,Long-Term Client,21.25,24805.124999999996,-44494.875
206,36,253791,2009-07-23,IL,500/1000,500.0,1625.45,4000000,607452,FEMALE,1625.45,other-service,video-games,other-relative,0.0,-53700,2015-01-23,Single Vehicle Collision,Front Collision,Major Damage,unknown,NY,Northbrook,2100 MLK St,11,1,NO,2,1,NO,76560.0,76560.0,76560.0,51040,Ford,Fusion,2008,Y,Middle Aged,Long-Term Client,17.166666666666668,27903.558333333334,-48656.441666666666
203,38,155724,1998-02-20,IL,250/500,500.0,1394.43,0,606352,FEMALE,1394.43,other-service,skydiving,not-in-family,0.0,0,2015-01-31,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,VA,Columbus,5071 Flute Ridge,7,1,YES,0,1,YES,55440.0,55440.0,55440.0,49280,Nissan,Maxima,1999,Y,Middle Aged,Long-Term Client,16.916666666666668,23589.107500000002,-31850.892499999998
22,25,824540,2008-03-13,OH,250/500,2000.0,1053.24,0,603527,FEMALE,1053.24,prof-specialty,movies,other-relative,51100.0,0,2015-01-05,Multi-vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,7551 Britain Lane,0,4,YES,1,0,NO,77130.0,77130.0,77130.0,51420,Accura,MDX,1995,N,Young Adult,New Client,1.8333333333333333,1930.9399999999998,-75199.06
211,35,717392,1996-08-20,IL,100/300,500.0,1040.75,0,445601,FEMALE,1040.75,prof-specialty,paintball,not-in-family,0.0,0,2015-02-03,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,2275 Best Lane,1,1,YES,1,1,NO,42000.0,42000.0,42000.0,28000,BMW,X5,2011,N,Middle Aged,Long-Term Client,17.583333333333332,18299.854166666668,-23700.145833333332
